Order ID,Order Date,Ship Date,Ship Mode,Customer ID,SubTotal,RegionID
CA-2016-134789,04/08/2016,4/15/2016,Standard Class,CK-12325,30,1
CA-2016-134803,5/28/2016,06/03/2016,Standard Class,CL-12565,262.24,3
CA-2016-134887,3/25/2016,3/25/2016,Same Day,TB-21280,1287.45,2
CA-2016-134936,12/19/2016,12/25/2016,Standard Class,ES-14080,455.97,4
CA-2016-135265,07/07/2016,07/09/2016,Second Class,CC-12370,287.968,4
CA-2016-135461,02/07/2016,02/10/2016,Second Class,EB-13975,623.96,1
CA-2016-135594,6/30/2016,07/03/2016,Second Class,AH-10120,50.12,1
CA-2016-135636,10/08/2016,10/13/2016,Standard Class,DB-13615,387.72,1
CA-2016-135776,12/23/2016,12/30/2016,Standard Class,EH-13765,8.82,2
CA-2016-135965,9/22/2016,9/25/2016,First Class,SZ-20035,128.34,1
CA-2016-136021,8/14/2016,8/18/2016,Standard Class,JM-15580,15.54,4
CA-2016-136049,12/23/2016,12/28/2016,Standard Class,NM-18520,5.553,1
CA-2016-136126,5/24/2016,5/24/2016,Same Day,EH-14125,69.5,3
CA-2016-136133,8/18/2016,8/23/2016,Second Class,HW-14935,355.32,1
CA-2016-136231,09/05/2016,09/07/2016,Second Class,DM-13015,23.472,1
CA-2016-136287,6/13/2016,6/17/2016,Standard Class,SS-20590,18.9,1
CA-2016-136301,3/13/2016,3/15/2016,Second Class,EH-13765,28.28,2
CA-2016-136322,10/21/2016,10/26/2016,Standard Class,AP-10720,45.568,2
CA-2016-136329,07/09/2016,7/13/2016,Standard Class,JD-15895,408.006,2
CA-2016-136371,3/19/2016,3/21/2016,Second Class,SV-20935,14.98,2
CA-2016-136406,4/15/2016,4/17/2016,Second Class,BD-11320,1121.568,1
CA-2016-136434,12/01/2016,12/07/2016,Standard Class,RD-19480,17.31,1
CA-2016-136483,12/01/2016,12/06/2016,Standard Class,AG-10390,4.704,2
CA-2016-136595,09/05/2016,09/07/2016,First Class,EM-13825,21.204,3
CA-2016-136686,12/12/2016,12/16/2016,Standard Class,RF-19840,383.64,2
CA-2016-136770,8/14/2016,8/18/2016,Standard Class,SP-20650,259.896,1
CA-2016-136812,11/18/2016,11/23/2016,Standard Class,AW-10930,1117.92,3
CA-2016-136924,7/14/2016,7/17/2016,First Class,ES-14080,380.864,4
CA-2016-136994,5/27/2016,06/02/2016,Standard Class,LS-17245,13.38,3
CA-2016-137043,12/23/2016,12/25/2016,Second Class,LC-17140,572.76,3
CA-2016-137050,7/14/2016,7/18/2016,Second Class,SW-20755,11.21,2
CA-2016-137127,6/16/2016,6/22/2016,Standard Class,JJ-15445,9.45,1
CA-2016-137176,09/09/2016,9/14/2016,Second Class,DB-12910,15.008,4
CA-2016-137204,4/28/2016,05/05/2016,Standard Class,BO-11350,41.568,1
CA-2016-137239,8/22/2016,8/28/2016,Standard Class,CR-12730,113.552,2
CA-2016-137330,12/09/2016,12/13/2016,Standard Class,KB-16585,19.46,3
CA-2016-137337,03/08/2016,03/12/2016,Standard Class,GB-14575,113.6,2
CA-2016-137393,05/06/2016,05/10/2016,Standard Class,GM-14500,41.6,2
CA-2016-137652,8/28/2016,8/30/2016,First Class,EB-13750,18.432,1
CA-2016-137673,09/05/2016,09/10/2016,Standard Class,ML-17395,116,1
CA-2016-137729,05/05/2016,05/09/2016,Standard Class,BF-11005,5.98,1
CA-2016-137736,11/10/2016,11/15/2016,Standard Class,DC-13285,41.86,3
CA-2016-137743,7/30/2016,08/04/2016,Standard Class,KH-16360,9.248,2
CA-2016-137848,1/15/2016,1/21/2016,Standard Class,WB-21850,16.52,2
CA-2016-137939,7/20/2016,7/23/2016,Second Class,PJ-19015,89.95,1
CA-2016-138037,9/29/2016,10/03/2016,Standard Class,AR-10540,27.24,2
CA-2016-138079,1/22/2016,1/28/2016,Standard Class,AJ-10795,109.9,4
CA-2016-138233,11/09/2016,11/14/2016,Standard Class,PF-19165,479.97,3
CA-2016-138282,5/19/2016,5/23/2016,Standard Class,AH-10690,87.84,2
CA-2016-138478,10/21/2016,10/26/2016,Second Class,DP-13390,113.22,3
CA-2016-138520,04/08/2016,4/13/2016,Standard Class,JL-15505,388.704,2
CA-2016-138583,5/24/2016,5/28/2016,Standard Class,DP-13390,16.656,3
CA-2016-138597,12/18/2016,12/21/2016,First Class,PN-18775,563.94,2
CA-2016-138667,12/27/2016,12/30/2016,Second Class,MW-18220,40,2
CA-2016-138688,06/12/2016,6/16/2016,Second Class,DV-13045,14.62,1
CA-2016-138695,5/28/2016,06/03/2016,Standard Class,KC-16675,390.272,1
CA-2016-138933,4/24/2016,4/27/2016,First Class,JL-15130,3.984,3
CA-2016-138968,3/15/2016,3/16/2016,First Class,FC-14335,4.544,3
CA-2016-139010,2/21/2016,2/26/2016,Second Class,MC-17635,12.99,3
CA-2016-139157,10/01/2016,10/05/2016,Standard Class,GM-14680,330.588,1
CA-2016-139234,05/06/2016,05/10/2016,Standard Class,AF-10870,3.208,3
CA-2016-139269,5/25/2016,5/30/2016,Standard Class,JB-16045,24.96,4
CA-2016-139381,4/18/2016,4/22/2016,Standard Class,RF-19840,203.92,2
CA-2016-139395,12/12/2016,12/18/2016,Standard Class,MG-17650,657.93,2
CA-2016-139409,09/05/2016,09/07/2016,First Class,FW-14395,43.6,4
CA-2016-139549,10/20/2016,10/25/2016,Standard Class,MY-18295,387.136,3
CA-2016-139556,4/26/2016,05/01/2016,Standard Class,DB-13360,434.646,2
CA-2016-139689,12/29/2016,01/03/2017,Standard Class,MP-17965,38.088,2
CA-2016-139808,10/07/2016,10/11/2016,Standard Class,MC-18100,93.36,3
CA-2016-139878,11/11/2016,11/16/2016,Standard Class,LD-17005,257.98,1
CA-2016-139885,12/04/2016,12/08/2016,Standard Class,EB-13840,212.88,1
CA-2016-139934,12/18/2016,12/20/2016,First Class,AY-10555,66.976,1
CA-2016-139941,06/12/2016,6/17/2016,Standard Class,CB-12415,92.94,2
CA-2016-139997,07/01/2016,07/03/2016,First Class,EM-14140,1499.95,1
CA-2016-140018,11/21/2016,11/26/2016,Standard Class,CK-12205,30.345,2
CA-2016-140046,7/28/2016,08/03/2016,Standard Class,KM-16660,18.9,4
CA-2016-140081,6/20/2016,6/24/2016,Standard Class,CG-12040,45.056,2
CA-2016-140130,10/31/2016,11/05/2016,Standard Class,HW-14935,21.96,1
CA-2016-140207,11/05/2016,11/10/2016,Standard Class,CS-12400,29.12,3
CA-2016-140249,9/27/2016,10/03/2016,Standard Class,SW-20455,1001.584,4
CA-2016-140256,8/22/2016,8/29/2016,Standard Class,PW-19030,5.76,4
CA-2016-140382,6/23/2016,6/25/2016,Second Class,RD-19900,93.68,1
CA-2016-140417,9/25/2016,9/29/2016,Standard Class,KE-16420,60.048,4
CA-2016-140438,12/24/2016,12/27/2016,Second Class,PW-19030,197.97,4
CA-2016-140501,6/23/2016,6/28/2016,Standard Class,IM-15070,122.12,1
CA-2016-140543,6/29/2016,07/03/2016,Second Class,Co-12640,191.88,2
CA-2016-140564,12/05/2016,12/10/2016,Second Class,TC-21475,33.92,4
CA-2016-140571,3/15/2016,3/19/2016,Standard Class,SJ-20125,319.76,2
CA-2016-140613,7/22/2016,7/29/2016,Standard Class,KN-16705,86.2,1
CA-2016-140634,10/03/2016,10/06/2016,Second Class,HL-15040,15.648,3
CA-2016-140641,10/28/2016,11/02/2016,Standard Class,EP-13915,38.19,3
CA-2016-140746,1/15/2016,1/15/2016,Same Day,RC-19825,181.797,3
CA-2016-140774,09/05/2016,09/10/2016,Standard Class,BE-11455,107.94,3
CA-2016-140928,9/18/2016,9/22/2016,Standard Class,NB-18655,383.438,3
CA-2016-140935,11/10/2016,11/12/2016,First Class,AB-10015,221.98,1
CA-2016-140977,6/16/2016,6/19/2016,Second Class,JL-15175,91.475,4
CA-2016-141019,5/14/2016,5/14/2016,Same Day,LH-17155,79.384,1
CA-2016-141082,12/09/2016,12/13/2016,Standard Class,FM-14380,3.69,1
CA-2016-141180,5/15/2016,5/19/2016,Second Class,DP-13000,7.764,3
CA-2016-141397,6/20/2016,6/21/2016,First Class,RC-19825,46.76,3
CA-2016-141523,12/19/2016,12/24/2016,Second Class,MH-17440,34.248,2
CA-2016-141551,9/24/2016,9/30/2016,Standard Class,BP-11230,6.38,1
CA-2016-141586,10/17/2016,10/20/2016,First Class,NK-18490,18.16,1
CA-2016-141887,01/11/2016,1/15/2016,Standard Class,MP-17470,54.992,2
CA-2016-141957,7/21/2016,7/21/2016,Same Day,JG-15310,18.656,2
CA-2016-142097,10/15/2016,10/20/2016,Standard Class,QJ-19255,232.96,3
CA-2016-142335,12/15/2016,12/19/2016,Standard Class,MP-17965,1652.94,2
CA-2016-142370,9/19/2016,9/23/2016,Standard Class,TP-21130,5.04,2
CA-2016-142398,04/12/2016,4/16/2016,Standard Class,BP-11290,638.288,3
CA-2016-142405,06/11/2016,6/15/2016,Standard Class,SE-20110,14.62,2
CA-2016-142524,09/04/2016,09/08/2016,Standard Class,MB-18085,16.56,2
CA-2016-142545,10/28/2016,11/03/2016,Standard Class,JD-15895,32.4,2
CA-2016-142594,12/01/2016,12/06/2016,Second Class,EJ-14155,137.94,4
CA-2016-142615,11/20/2016,11/24/2016,Standard Class,BM-11575,27.88,2
CA-2016-142762,5/23/2016,5/27/2016,Standard Class,LD-17005,37.05,1
CA-2016-142895,7/21/2016,7/26/2016,Standard Class,BP-11290,6.264,3
CA-2016-142902,09/12/2016,9/14/2016,Second Class,BP-11185,15.136,1
CA-2016-142958,12/13/2016,12/20/2016,Standard Class,RW-19630,6.096,3
CA-2016-143154,12/02/2016,12/08/2016,Standard Class,AS-10225,165.6,2
CA-2016-143308,11/04/2016,11/04/2016,Same Day,RC-19825,10.74,3
CA-2016-143406,9/26/2016,9/30/2016,Standard Class,LR-17035,93.032,2
CA-2016-143441,11/05/2016,11/05/2016,Same Day,EB-14170,11.84,4
CA-2016-143476,09/11/2016,9/13/2016,First Class,LC-16930,2.912,3
CA-2016-143609,12/11/2016,12/13/2016,First Class,DB-13270,403.92,1
CA-2016-143714,5/23/2016,5/27/2016,Standard Class,CC-12370,8399.976,4
CA-2016-143749,12/05/2016,12/07/2016,First Class,AG-10300,81.94,1
CA-2016-143805,12/01/2016,12/03/2016,Second Class,JD-15895,2104.55,2
CA-2016-143910,08/12/2016,8/16/2016,Standard Class,BC-11125,145.764,1
CA-2016-143924,7/28/2016,08/03/2016,Standard Class,SC-20680,20.44,4
CA-2016-144015,6/26/2016,6/26/2016,Same Day,AH-10075,231.72,2
CA-2016-144092,11/05/2016,11/07/2016,Second Class,LH-17155,72,1
CA-2016-144148,7/31/2016,08/05/2016,Standard Class,AH-10690,863.128,2
CA-2016-144218,10/31/2016,11/04/2016,Standard Class,JD-15895,1085.42,2
CA-2016-144309,12/10/2016,12/16/2016,Standard Class,CM-12235,18.54,3
CA-2016-144337,08/01/2016,08/05/2016,Second Class,SG-20890,19.648,3
CA-2016-144344,10/28/2016,10/28/2016,Same Day,PG-18820,47.952,1
CA-2016-144400,2/23/2016,2/27/2016,Standard Class,AC-10420,57.576,1
CA-2016-144540,09/05/2016,09/10/2016,Standard Class,GH-14410,62.79,1
CA-2016-144554,11/07/2016,11/12/2016,Standard Class,DM-13345,119.976,4
CA-2016-144645,02/02/2016,02/08/2016,Standard Class,NS-18640,73.784,3
CA-2016-144729,10/21/2016,10/25/2016,Standard Class,JE-15745,154.44,4
CA-2016-144764,09/02/2016,09/08/2016,Standard Class,RL-19615,29.24,4
CA-2016-144785,4/18/2016,4/23/2016,Standard Class,CS-12490,6.99,3
CA-2016-144792,4/30/2016,05/04/2016,Standard Class,KD-16615,111.888,1
CA-2016-144855,7/22/2016,7/24/2016,Second Class,DL-13495,6.3,1
CA-2016-144911,11/27/2016,11/30/2016,First Class,RW-19630,34.95,3
CA-2016-144939,10/03/2016,10/08/2016,Standard Class,EB-13870,599.292,1
CA-2016-145009,12/05/2016,12/08/2016,Second Class,RF-19345,11.952,2
CA-2016-145135,11/26/2016,11/28/2016,First Class,CD-12790,59.97,1
CA-2016-145177,11/10/2016,11/14/2016,Standard Class,PP-18955,9.216,4
CA-2016-145240,09/06/2016,09/08/2016,First Class,BG-11740,10.784,2
CA-2016-145247,05/05/2016,05/07/2016,First Class,ND-18370,79.14,4
CA-2016-145261,12/18/2016,12/21/2016,First Class,AH-10120,45.24,1
CA-2016-145303,8/28/2016,8/31/2016,First Class,TP-21415,13.14,1
CA-2016-145492,11/20/2016,11/27/2016,Standard Class,MC-17605,39,3
CA-2016-145499,5/30/2016,5/31/2016,First Class,RW-19690,3.282,4
CA-2016-145548,11/11/2016,11/16/2016,Standard Class,EB-13750,28.14,1
CA-2016-145583,10/13/2016,10/19/2016,Standard Class,LC-16885,20.04,1
CA-2016-145611,9/20/2016,9/24/2016,Standard Class,HA-14905,393.25,2
CA-2016-145625,09/11/2016,9/17/2016,Standard Class,KC-16540,7.61,1
CA-2016-145709,10/04/2016,10/08/2016,Standard Class,AH-10690,52.68,2
CA-2016-145730,03/03/2016,03/08/2016,Standard Class,CC-12220,637.896,3
CA-2016-145842,6/17/2016,6/20/2016,Second Class,FM-14380,40.74,1
CA-2016-145898,9/26/2016,9/26/2016,Same Day,CM-12445,51.45,1
CA-2016-145905,9/18/2016,9/23/2016,Standard Class,AM-10705,350.98,4
CA-2016-145919,12/18/2016,12/23/2016,Standard Class,HG-14965,38.88,1
CA-2016-145982,8/27/2016,09/01/2016,Second Class,TB-21055,122.97,2
CA-2016-146010,5/20/2016,5/23/2016,First Class,EH-14125,40.635,3
CA-2016-146143,12/14/2016,12/19/2016,Standard Class,MC-17845,133.38,4
CA-2016-146150,2/14/2016,2/19/2016,Standard Class,FM-14380,264.18,1
CA-2016-146157,11/21/2016,11/26/2016,Standard Class,RD-19720,38.432,4
CA-2016-146171,03/11/2016,3/15/2016,Standard Class,JP-16135,76.92,4
CA-2016-146206,09/10/2016,9/14/2016,Second Class,KT-16480,300.93,2
CA-2016-146318,1/22/2016,1/27/2016,Standard Class,MC-17275,12.96,4
CA-2016-146325,12/14/2016,12/17/2016,First Class,DS-13180,81.424,3
CA-2016-146374,12/05/2016,12/10/2016,Second Class,HE-14800,13.4,3
CA-2016-146423,4/21/2016,4/21/2016,Same Day,BT-11680,15.48,2
CA-2016-146437,1/28/2016,02/01/2016,Second Class,HG-14965,39.68,1
CA-2016-146521,7/21/2016,7/23/2016,Second Class,CC-12610,1.941,2
CA-2016-146633,11/15/2016,11/17/2016,Second Class,TG-21310,1016.792,1
CA-2016-146682,10/29/2016,10/31/2016,First Class,KW-16435,67,2
CA-2016-146766,11/04/2016,11/04/2016,Same Day,TT-21220,192.8,3
CA-2016-146836,05/02/2016,05/02/2016,Same Day,CC-12475,44.94,2
CA-2016-146913,10/31/2016,11/05/2016,Standard Class,SF-20965,1403.92,3
CA-2016-146934,5/22/2016,5/27/2016,Standard Class,AF-10870,345,3
CA-2016-146941,12/10/2016,12/13/2016,First Class,DL-13315,80.58,2
CA-2016-147067,12/18/2016,12/22/2016,Standard Class,JD-16150,18.84,3
CA-2016-147109,12/17/2016,12/21/2016,Standard Class,AH-10075,51.84,2
CA-2016-147123,12/10/2016,12/12/2016,First Class,SJ-20125,80.28,2
CA-2016-147137,07/04/2016,07/06/2016,First Class,AA-10645,25.4,2
CA-2016-147256,10/17/2016,10/21/2016,Second Class,FC-14245,449.97,2
CA-2016-147368,06/09/2016,06/12/2016,First Class,TC-21295,695.7,1
CA-2016-147375,06/12/2016,6/14/2016,Second Class,PO-19180,1007.979,3
CA-2016-147417,7/25/2016,7/27/2016,First Class,CB-12415,1439.976,2
CA-2016-147431,02/02/2016,02/07/2016,Standard Class,AB-10105,117.96,1
CA-2016-147473,5/30/2016,06/03/2016,Standard Class,NL-18310,38.88,1
CA-2016-147536,12/26/2016,12/31/2016,Standard Class,AR-10510,89.97,2
CA-2016-147578,4/22/2016,4/26/2016,Second Class,PG-18895,31.56,3
CA-2016-147585,11/07/2016,11/12/2016,Standard Class,CB-12535,14.82,4
CA-2016-147683,11/13/2016,11/17/2016,Standard Class,PO-19180,19.54,3
CA-2016-147970,1/31/2016,02/02/2016,Second Class,AB-10150,15.552,2
CA-2016-148096,8/16/2016,8/19/2016,First Class,AO-10810,161.28,1
CA-2016-148201,8/26/2016,8/29/2016,Second Class,CC-12145,6.48,1
CA-2016-148208,1/22/2016,1/27/2016,Standard Class,BT-11530,110.376,1
CA-2016-148516,08/07/2016,08/11/2016,Standard Class,DW-13585,179.97,2
CA-2016-148593,6/16/2016,6/18/2016,Second Class,BD-11320,46.35,1
CA-2016-148684,12/25/2016,12/29/2016,Standard Class,TS-21655,19.89,3
CA-2016-148698,05/02/2016,05/07/2016,Standard Class,BD-11770,86.352,3
CA-2016-148740,11/15/2016,11/19/2016,Standard Class,AH-10690,361.376,2
CA-2016-148747,9/25/2016,9/27/2016,First Class,AS-10045,477.666,4
CA-2016-148796,4/14/2016,4/18/2016,Standard Class,PB-19150,383.8,1
CA-2016-148852,5/26/2016,5/31/2016,Standard Class,SV-20785,5.94,1
CA-2016-148908,11/05/2016,11/08/2016,First Class,JH-15985,53.248,3
CA-2016-149111,4/17/2016,4/21/2016,Second Class,BF-11170,36.792,1
CA-2016-149195,09/05/2016,09/07/2016,Second Class,DM-13525,25.92,3
CA-2016-149223,09/06/2016,09/11/2016,Standard Class,ER-13855,77.88,3
CA-2016-149237,5/26/2016,5/30/2016,Standard Class,CM-12235,26.94,3
CA-2016-149272,3/15/2016,3/19/2016,Standard Class,MY-18295,528.43,3
CA-2016-149279,4/24/2016,4/28/2016,Standard Class,CL-12700,15.552,3
CA-2016-149314,07/02/2016,07/07/2016,Second Class,GB-14530,195.184,2
CA-2016-149335,7/25/2016,7/25/2016,Same Day,BC-11125,37.17,1
CA-2016-149349,11/12/2016,11/13/2016,First Class,SP-20650,22.752,1
CA-2016-149370,9/15/2016,9/19/2016,Standard Class,DB-13210,5.344,3
CA-2016-149454,7/25/2016,7/26/2016,First Class,KM-16375,10.44,4
CA-2016-149461,11/13/2016,11/19/2016,Standard Class,AS-10135,4.18,2
CA-2016-149482,11/14/2016,11/19/2016,Standard Class,RR-19315,7.38,1
CA-2016-149503,12/09/2016,12/12/2016,First Class,SP-20650,273.92,1
CA-2016-149671,06/05/2016,06/09/2016,Standard Class,KB-16600,61.38,3
CA-2016-149685,10/08/2016,10/15/2016,Standard Class,PM-19135,60.144,3
CA-2016-149762,12/03/2016,12/07/2016,Standard Class,RD-19720,268.704,4
CA-2016-149783,09/04/2016,09/07/2016,Second Class,DL-13315,12.192,2
CA-2016-149797,9/15/2016,9/20/2016,Standard Class,AH-10075,841.568,2
CA-2016-149902,04/01/2016,04/06/2016,Standard Class,DW-13540,88.04,1
CA-2016-149916,12/22/2016,12/24/2016,Second Class,ED-13885,55.36,1
CA-2016-149965,6/20/2016,6/25/2016,Standard Class,BS-11365,6.9,2
CA-2016-149979,9/23/2016,9/28/2016,Second Class,RA-19915,118.25,3
CA-2016-150000,04/08/2016,4/14/2016,Standard Class,PG-18820,17.92,1
CA-2016-150007,09/11/2016,9/16/2016,Standard Class,AS-10090,6,4
CA-2016-150077,02/04/2016,02/10/2016,Standard Class,MS-17365,90.48,3
CA-2016-150343,8/16/2016,8/20/2016,Standard Class,PK-19075,10.86,3
CA-2016-150350,8/23/2016,8/30/2016,Standard Class,MS-17770,837.6,2
CA-2016-150483,5/31/2016,06/04/2016,Standard Class,BP-11290,32.064,3
CA-2016-150658,11/17/2016,11/22/2016,Standard Class,MS-17365,10.776,3
CA-2016-150889,3/20/2016,3/22/2016,Second Class,PB-19105,11.992,3
CA-2016-150945,12/18/2016,12/20/2016,Second Class,JK-16120,900.08,3
CA-2016-151092,08/06/2016,8/13/2016,Standard Class,VG-21790,211.168,1
CA-2016-151141,8/20/2016,8/23/2016,First Class,DW-13480,14.78,3
CA-2016-151148,09/12/2016,9/13/2016,Same Day,PO-19180,146.952,3
CA-2016-151155,12/20/2016,12/24/2016,Standard Class,AB-10255,18.92,2
CA-2016-151169,10/21/2016,10/26/2016,Standard Class,MY-18295,7.92,3
CA-2016-151323,10/23/2016,10/28/2016,Standard Class,AB-10255,17.05,2
CA-2016-151372,09/05/2016,09/06/2016,First Class,JH-15985,96.08,3
CA-2016-151498,4/21/2016,4/24/2016,First Class,DN-13690,8.32,1
CA-2016-151512,12/26/2016,01/02/2017,Standard Class,SH-19975,18.72,1
CA-2016-151561,09/01/2016,09/07/2016,Standard Class,PG-18820,468.9,1
CA-2016-151974,9/22/2016,9/29/2016,Standard Class,RD-19660,16.52,3
CA-2016-152072,1/15/2016,1/19/2016,Standard Class,Dp-13240,52.34,1
CA-2016-152121,11/27/2016,11/29/2016,Second Class,CC-12670,271.992,2
CA-2016-152156,11/08/2016,11/11/2016,Second Class,CG-12520,261.96,4
CA-2016-152163,07/01/2016,07/01/2016,Same Day,JF-15355,14.2,3
CA-2016-152170,11/12/2016,11/15/2016,Second Class,FH-14275,287.52,3
CA-2016-152247,11/07/2016,11/12/2016,Standard Class,MA-17995,1603.136,2
CA-2016-152289,8/26/2016,8/28/2016,First Class,LC-16930,159.984,3
CA-2016-152331,6/26/2016,6/30/2016,Standard Class,LD-16855,5.304,3
CA-2016-152408,5/15/2016,5/21/2016,Standard Class,TT-21220,13.776,3
CA-2016-152457,09/12/2016,9/18/2016,Standard Class,SC-20695,68.52,4
CA-2016-152471,07/08/2016,07/08/2016,Same Day,ZD-21925,823.96,1
CA-2016-152520,07/08/2016,07/12/2016,Standard Class,TH-21115,12.96,2
CA-2016-152534,6/20/2016,6/25/2016,Second Class,DP-13105,5.16,1
CA-2016-152555,3/29/2016,04/02/2016,Second Class,ME-17320,45.528,4
CA-2016-152632,10/27/2016,11/02/2016,Standard Class,JE-15475,40.2,2
CA-2016-152646,11/21/2016,11/26/2016,Standard Class,TH-21235,32.4,3
CA-2016-152688,10/17/2016,10/20/2016,First Class,NR-18550,120.98,3
CA-2016-152730,5/30/2016,06/04/2016,Standard Class,EM-14140,364.74,1
CA-2016-152765,6/15/2016,6/18/2016,First Class,LS-17245,173.488,3
CA-2016-152800,4/13/2016,4/15/2016,First Class,SP-20920,6.12,1
CA-2016-152814,4/28/2016,05/02/2016,Standard Class,EH-14005,29.472,1
CA-2016-152940,11/10/2016,11/13/2016,First Class,RO-19780,29.74,4
CA-2016-153101,09/08/2016,09/08/2016,Same Day,PJ-19015,146.04,1
CA-2016-153157,09/11/2016,9/14/2016,First Class,TB-21625,224.75,3
CA-2016-153178,9/14/2016,9/18/2016,Standard Class,CL-12565,437.85,3
CA-2016-153185,09/03/2016,09/08/2016,Standard Class,MH-17620,30.96,1
CA-2016-153269,03/09/2016,03/12/2016,First Class,PS-18760,11.21,1
CA-2016-153318,10/25/2016,10/28/2016,First Class,JS-15595,783.96,1
CA-2016-153346,1/25/2016,1/27/2016,First Class,TB-21355,9.21,2
CA-2016-153353,8/18/2016,8/24/2016,Standard Class,GG-14650,39.99,4
CA-2016-153577,6/27/2016,07/01/2016,Standard Class,KH-16330,37.464,4
CA-2016-153598,12/03/2016,12/06/2016,First Class,NM-18520,1649.95,1
CA-2016-153661,1/30/2016,1/31/2016,First Class,SC-20725,305.01,2
CA-2016-153682,5/30/2016,06/01/2016,First Class,BG-11695,839.988,2
CA-2016-153836,10/30/2016,11/03/2016,Standard Class,EH-13765,28.752,2
CA-2016-154018,10/13/2016,10/19/2016,Standard Class,HA-14920,191.976,1
CA-2016-154053,03/04/2016,03/10/2016,Standard Class,MG-17890,16.99,2
CA-2016-154060,05/02/2016,05/08/2016,Standard Class,DL-12865,187.056,2
CA-2016-154067,02/01/2016,02/07/2016,Standard Class,SM-20950,105.52,4
CA-2016-154081,5/22/2016,5/29/2016,Standard Class,JE-15610,222.384,3
CA-2016-154235,9/24/2016,9/28/2016,Standard Class,RD-19900,127.95,1
CA-2016-154403,5/23/2016,5/27/2016,Standard Class,AP-10720,4.98,2
CA-2016-154508,11/16/2016,11/20/2016,Standard Class,RD-19900,28.4,1
CA-2016-154536,09/05/2016,09/09/2016,Standard Class,JC-15340,9.555,1
CA-2016-154662,06/09/2016,6/16/2016,Standard Class,BF-11215,692.94,1
CA-2016-154690,8/15/2016,8/17/2016,Second Class,CC-12370,225.296,4
CA-2016-154711,11/22/2016,11/26/2016,Standard Class,TB-21355,39.88,2
CA-2016-154739,12/10/2016,12/15/2016,Second Class,LH-17155,321.568,1
CA-2016-154767,6/28/2016,6/30/2016,Second Class,BP-11155,121.96,4
CA-2016-154788,4/30/2016,05/04/2016,Standard Class,JL-15835,7.712,1
CA-2016-154998,04/07/2016,04/09/2016,First Class,ES-14080,37.94,4
CA-2016-155005,6/13/2016,6/15/2016,Second Class,SC-20050,377.97,2
CA-2016-155033,10/07/2016,10/12/2016,Standard Class,CC-12475,10.56,2
CA-2016-155138,09/08/2016,09/12/2016,Standard Class,JM-15580,35.168,4
CA-2016-155166,12/26/2016,01/02/2017,Standard Class,BB-11545,212.94,3
CA-2016-155187,9/24/2016,9/26/2016,Second Class,LA-16780,41.96,3
CA-2016-155383,12/17/2016,12/22/2016,Standard Class,SC-20680,46.53,4
CA-2016-155439,9/14/2016,9/18/2016,Standard Class,PN-18775,25.92,2
CA-2016-155446,12/16/2016,12/23/2016,Standard Class,TN-21040,21.21,1
CA-2016-155474,07/08/2016,7/14/2016,Standard Class,CC-12220,107.984,3
CA-2016-155481,09/01/2016,09/05/2016,Standard Class,DK-13225,30.48,2
CA-2016-155488,11/13/2016,11/17/2016,Standard Class,FM-14290,44.02,1
CA-2016-155516,10/21/2016,10/21/2016,Same Day,MK-17905,23.2,2
CA-2016-155530,12/17/2016,12/21/2016,Standard Class,CM-12160,2003.52,3
CA-2016-155551,4/18/2016,4/23/2016,Standard Class,CR-12580,230.376,3
CA-2016-155565,5/28/2016,5/28/2016,Same Day,EH-13765,54.9,2
CA-2016-155670,8/13/2016,8/17/2016,Second Class,EM-14065,11.232,2
CA-2016-155747,6/14/2016,6/21/2016,Standard Class,JS-15685,337.176,1
CA-2016-155845,08/12/2016,8/15/2016,Second Class,CM-12235,1399.944,3
CA-2016-155978,08/01/2016,08/01/2016,Same Day,TS-21205,1039.728,2
CA-2016-155992,10/01/2016,10/02/2016,First Class,CC-12220,69.9,3
CA-2016-156251,8/13/2016,8/18/2016,Second Class,TS-21160,241.96,2
CA-2016-156265,08/02/2016,08/04/2016,Second Class,BF-11020,136.464,3
CA-2016-156300,12/29/2016,01/02/2017,Standard Class,TB-21595,754.45,3
CA-2016-156503,10/14/2016,10/20/2016,Standard Class,NC-18415,102.592,4
CA-2016-156573,5/29/2016,06/02/2016,Standard Class,RB-19360,11.277,2
CA-2016-156685,07/08/2016,07/10/2016,Second Class,SC-20230,863.64,3
CA-2016-156748,11/30/2016,12/06/2016,Standard Class,BS-11755,33.36,1
CA-2016-156811,10/27/2016,11/02/2016,Standard Class,BP-11095,43.92,3
CA-2016-157000,7/16/2016,7/22/2016,Standard Class,AM-10360,37.224,3
CA-2016-157161,7/16/2016,7/20/2016,Second Class,JD-15895,10.2,2
CA-2016-157217,7/19/2016,7/21/2016,First Class,TC-21535,35.984,4
CA-2016-157245,5/19/2016,5/24/2016,Standard Class,LE-16810,641.96,1
CA-2016-157259,12/24/2016,12/28/2016,Standard Class,JM-15535,799.56,2
CA-2016-157266,5/26/2016,06/01/2016,Standard Class,TB-21280,19.44,2
CA-2016-157280,11/05/2016,11/07/2016,First Class,LW-17125,273.96,2
CA-2016-157336,12/01/2016,12/05/2016,Second Class,SJ-20500,88.08,3
CA-2016-157364,11/19/2016,11/21/2016,First Class,LT-17110,18.48,1
CA-2016-157511,9/18/2016,9/20/2016,First Class,SV-20365,5.352,2
